hhid,province,district,subdistrict,village,ea,pmt,community,hybrid,elite,poorest10,daymeeting,treated,rank,consumption,consumption_ae,food,nonfood,nonstaple,diversity,pcfloor,tfloor,twall,toilet,water,lighting,troof,fcook,house,credit,hhsize,hhsize2,hhsize_ae,hhage,hhage2,hhmale,hhmarried,hhmalemarr,hhsector1,hhsector2,hhsector3,formal,informal,hheduc2,hheduc3,hheduc4,age04,eschild,jschild,sschild,higheduc2,higheduc3,higheduc4,depratio,ac,computer,radio,tv,dvd,satellite,gas,refrigerator,bicycle,motorcycle,auto,hp,jewelry,chicken,cow
"319704",33,24,93,31,319,0,1,0,1,0,1,0,.6315789,782.4587,941.3372,135.1667,.8272539,.8964242,12,24,1,1,0,1,1,1,0,1,0,3,9,2.493661,63,3969,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,.5,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0
"320067",33,24,93,131,320,0,1,0,0,0,1,0,.7466667,293.5149,372.4696,36.875,.8743675,.7288136,10,21,1,0,0,1,1,1,0,1,0,4,16,3.152094,49,2401,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
"320160",33,24,93,131,320,0,1,0,0,0,1,1,.3733333,641.8333,712.1586,77.7,.8789405,.7567568,11,24,0,0,0,1,0,1,0,1,0,2,4,1.802501,57,3249,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
"320223",33,24,93,131,320,0,1,0,0,0,1,1,.24,398.4762,,,,.6762257,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"320327",33,24,93,131,320,0,1,0,0,0,1,1,.04,129.096,152.2233,23.53333,.8177068,.490085,7,24,0,0,0,1,0,1,0,1,0,3,9,2.544211,73,5329,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"320403",33,24,93,131,320,0,1,0,0,0,1,0,.9333333,537.6167,692.6644,69.1,.8714698,.788712,9,23.4,1,1,0,1,1,1,1,1,1,5,25,3.880788,57,3249,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,.25,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0
"320420",33,24,93,131,320,0,1,0,0,0,1,0,.8133333,249.9905,312.4279,30.3,.8787954,.5321782,8,18,1,1,0,1,0,1,0,1,0,4,16,3.200617,47,2209,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.3333333,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
"320468",33,24,93,131,320,0,1,0,0,0,1,0,.6266667,440.2976,529.7002,71.3,.8380641,.8265545,8,22,0,1,0,1,0,1,1,1,0,3,9,2.493661,29,841,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"320530",33,24,93,131,320,0,1,0,0,0,1,0,,369.8095,454.1384,49,.8674994,1,0,28,0,1,0,1,0,1,0,1,0,3,9,2.442931,34,1156,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"320783",33,24,93,131,320,0,1,0,0,0,1,0,.6533333,496.5774,550.9871,87.2,.824398,.7912844,7,38.5,0,0,0,1,1,1,0,1,0,2,4,1.802501,72,5184,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"321163",33,24,2,22,321,0,0,1,0,0,0,0,.4418605,515.0206,607.2853,56.73333,.8898426,.8457697,7,21.33333,1,1,1,0,1,1,1,1,0,3,9,2.544211,51,2601,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0
"321215",33,24,2,22,321,0,0,1,0,0,0,0,.9302326,292.6678,405.8409,21.775,.9255983,.598163,8,21,0,0,0,1,1,1,0,1,0,8,64,5.769114,50,2500,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,.3333333,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0
"321295",33,24,2,22,321,0,0,1,0,0,0,0,.8604651,1123.515,1324.79,58.66667,.9477829,.79375,9,50,1,0,1,0,1,1,1,1,0,3,9,2.544211,55,3025,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0
"321342",33,24,2,22,321,0,0,1,0,0,0,1,.2093023,308.2967,397.2089,47.39,.8462844,.704579,9,14.8,0,0,0,1,1,1,0,1,0,5,25,3.880788,50,2500,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,.25,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
"321554",33,24,2,22,321,0,0,1,0,0,0,1,.0930233,1508.357,1508.357,63.2,.9581001,.7231013,8,108,1,0,1,1,1,1,0,0,0,1,1,1,64,4096,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"321727",33,24,2,22,321,0,0,1,0,0,0,1,.4651163,106.4921,,,,.28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"321744",33,24,2,22,321,0,0,1,0,0,0,0,.7674419,1677.095,2128.23,117.175,.9301322,.7781097,12,62.5,0,0,0,1,1,1,1,1,0,4,16,3.152094,48,2304,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
"321799",33,24,2,22,321,0,0,1,0,0,0,0,.6511628,577.6111,694.8951,55.76667,.9034529,.7549313,9,32.66667,0,0,0,1,0,1,0,1,0,3,9,2.493661,30,900,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0
"321881",33,24,2,22,321,0,0,1,0,0,0,1,.255814,3209.143,3560.767,424.175,.8678229,.9236754,10,56,0,0,0,0,1,1,0,1,0,2,4,1.802501,90,8100,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
"322065",33,24,2,11,322,0,1,0,1,1,0,0,.5294118,606.194,801.0625,60.5,.900197,.8071625,11,12.83333,0,0,1,1,1,1,0,1,0,6,36,4.540425,49,2401,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,.2,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
"322080",33,24,2,11,322,0,1,0,1,1,0,0,.8823529,465.7502,607.4105,50.01,.8926249,.6520696,11,12.6,1,0,1,1,1,1,0,1,0,5,25,3.8339,42,1764,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,.6666667,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0
"322269",33,24,2,11,322,0,1,0,1,1,0,0,.6470588,535.1905,658.8968,33.825,.9367982,.7154471,8,26.25,0,0,1,1,1,1,0,1,0,4,16,3.24901,65,4225,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
"322388",33,24,2,11,322,0,1,0,1,1,0,0,.7058824,1106.175,1461.768,91.76667,.9170414,.83745,12,39,0,0,1,1,1,1,0,1,0,6,36,4.540425,54,2916,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,.2,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0
"322500",33,24,2,11,322,0,1,0,1,1,0,1,.1764706,1072.309,1072.309,191.4,.8215067,.9190178,11,10,1,0,1,1,0,1,0,0,0,1,1,1,53,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"322639",33,24,2,11,322,0,1,0,1,1,0,0,.9411765,436.3,524.8908,53.16667,.8781419,.6708464,8,50,0,0,0,1,1,1,0,0,0,3,9,2.493661,54,2916,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"322657",33,24,2,11,322,0,1,0,1,1,0,1,.5,323.3174,388.9671,48.05,.8513845,.7960458,12,62.33333,0,0,0,1,0,1,0,1,0,3,9,2.493661,25,625,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,.5,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
"322722",33,24,2,11,322,0,1,0,1,1,0,0,1,298.1393,330.8062,45.15,.8485607,.7840531,10,31.5,0,0,0,1,1,1,0,1,0,2,4,1.802501,66,4356,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"322766",33,24,2,11,322,0,1,0,1,1,0,0,.9705882,1063.842,1329.547,93,.912581,.8454301,10,38.5,1,0,1,1,1,1,0,1,0,4,16,3.200617,39,1521,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,.3333333,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0
"323085",33,24,2,133,323,1,0,0,0,0,0,1,,215.8452,281.4956,28.36,.8686095,.4922426,9,14,0,0,0,0,0,1,0,1,0,5,25,3.8339,50,2500,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,.6666667,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
"323279",33,24,2,133,323,1,0,0,0,0,0,0,,483.1151,581.2117,54.16667,.8878804,.88,10,36,1,1,1,1,1,1,1,1,0,3,9,2.493661,40,1600,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,.5,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0
"323285",33,24,2,133,323,1,0,0,0,0,0,1,,488.6905,542.236,70.275,.8561973,.6940591,9,12,0,0,0,1,0,1,0,1,0,2,4,1.802501,76,5776,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"323428",33,24,2,133,323,1,0,0,0,0,0,1,,803.2946,1019.379,127.1625,.8416988,.8265015,12,25,0,0,1,0,0,1,0,0,0,4,16,3.152094,39,1521,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0
"323504",33,24,2,133,323,1,0,0,0,0,0,1,,287.5039,398.6801,32.6875,.8863059,.7170172,10,4.375,1,1,0,1,1,1,1,1,0,8,64,5.769114,45,2025,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0
"323521",33,24,2,133,323,1,0,0,0,0,0,0,,450.0024,586.8729,39.36,.9125338,.679624,12,25,1,0,0,0,1,1,0,1,1,5,25,3.8339,41,1681,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,.6666667,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0
"323730",33,24,2,133,323,1,0,0,0,0,0,0,,689.3246,829.2921,59.1,.9142639,.8956571,11,12,0,0,0,0,0,1,1,0,0,3,9,2.493661,34,1156,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,.5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"323807",33,24,2,133,323,1,0,0,0,0,0,0,,790.0804,876.649,61.3,.9224129,.8144372,11,48,1,0,1,1,1,1,1,1,0,2,4,1.802501,57,3249,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
"323957",33,24,2,133,323,1,0,0,0,0,0,1,,336.939,463.7234,39.0875,.8839924,.7201791,9,7.5,1,1,0,0,1,1,0,1,0,8,64,5.812757,46,2116,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,.1428571,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
"324099",33,24,2,130,324,0,1,0,0,0,1,1,.5945946,269.5647,356.2196,39.225,.8544877,.9713193,11,22.5,1,0,0,1,1,1,1,1,0,6,36,4.540425,43,1849,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,.2,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
"324128",33,24,2,130,324,0,1,0,0,0,1,0,.8918919,781.2286,976.3476,86.6375,.889101,.9392584,12,144,1,0,1,1,1,1,1,0,0,4,16,3.200617,38,1444,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,.3333333,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
"324141",33,24,2,130,324,0,1,0,0,0,1,0,.9459459,1331.639,1570.199,95.9,.9279835,.6819604,11,45,1,1,1,1,1,1,1,0,0,3,9,2.544211,33,1089,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0
"324397",33,24,2,130,324,0,1,0,0,0,1,0,.7027027,344.6684,473.5983,50.41429,.853731,.7917257,11,16.71428,1,0,0,0,1,1,1,1,0,7,49,5.094356,43,1849,1,1,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,.75,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
"324407",33,24,2,130,324,0,1,0,0,0,1,0,.7297297,1024.528,1136.785,103.75,.8987339,.7253012,9,23,1,1,0,0,1,1,0,1,0,2,4,1.802501,62,3844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0
"324725",33,24,2,130,324,0,1,0,0,0,1,0,.6756757,368.6913,434.7415,37.4,.8985601,.7263815,12,28,1,1,1,1,1,1,1,1,0,3,9,2.544211,62,3844,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0
"324781",33,24,2,130,324,0,1,0,0,0,1,1,.1891892,947.9365,1140.415,97.63333,.8970044,.7832025,9,25.66667,1,0,0,0,0,1,0,1,0,3,9,2.493661,56,3136,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,.5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
"324873",33,24,2,130,324,0,1,0,0,0,1,0,.6486486,940.8928,1131.941,66.75,.9290568,.8252185,11,100,0,0,0,1,1,1,1,0,0,3,9,2.493661,23,529,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
"324947",33,24,2,130,324,0,1,0,0,0,1,0,.8648649,448.05,591.577,40.04,.910635,.8076923,11,13.2,1,1,1,1,1,1,1,0,1,5,25,3.786912,44,1936,1,1,1,1,0,0,0,1,0,0,1,0,2,1,0,0,0,1,1.5,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
"325109",33,24,2,58,325,0,0,1,1,1,1,1,.7058824,254.6187,336.4689,20.31667,.9202074,.8646432,10,15,0,0,0,0,1,1,0,1,0,6,36,4.540425,50,2500,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,.2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"325320",33,24,2,58,325,0,0,1,1,1,1,1,.4509804,641.4047,813.941,61.675,.9038439,.9290636,9,40.5,0,0,0,0,0,1,1,0,0,4,16,3.152094,32,1024,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
"325429",33,24,2,58,325,0,0,1,1,1,1,1,.7647059,407.4619,543.9078,51.53333,.873526,.660414,9,27,0,0,0,0,1,1,0,1,0,6,36,4.494827,52,2704,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,.5,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0
"325440",33,24,2,58,325,0,0,1,1,1,1,1,.0392157,619.253,687.1042,96.75,.8437634,.7855297,11,57.5,0,0,0,0,0,1,0,1,0,2,4,1.802501,72,5184,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"325459",33,24,2,58,325,0,0,1,1,1,1,1,.2745098,180.0476,228.48,22.8,.8733668,.616228,7,12.25,1,1,1,1,0,1,1,1,0,4,16,3.152094,38,1444,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"325671",33,24,2,58,325,0,0,1,1,1,1,1,.1960784,523.2643,580.5981,69.425,.8673233,.5948865,10,40,1,1,0,0,1,1,0,1,0,2,4,1.802501,54,2916,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"325740",33,24,2,58,325,0,0,1,1,1,1,1,.5490196,473.4286,,,,.69913,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"325840",33,24,2,58,325,0,0,1,1,1,1,0,.9607843,596.5953,745.6004,82.525,.8616734,.827325,11,18,1,1,1,1,1,1,1,1,0,4,16,3.200617,40,1600,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,.3333333,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
"325954",33,24,2,58,325,0,0,1,1,1,1,1,.3921569,546.6627,657.6627,34.5,.9368898,.7429951,9,40,0,0,0,1,1,1,1,0,0,3,9,2.493661,31,961,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,.5,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
"326039",33,24,2,105,326,1,0,0,0,0,0,0,,504.256,630.1985,73.1125,.8550091,.7939819,12,45,1,0,1,1,0,1,1,1,0,4,16,3.200617,34,1156,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
"326123",33,24,2,105,326,1,0,0,0,0,0,1,,213.4762,236.8667,24.125,.8869897,.73057,8,24,0,0,0,1,0,1,0,1,0,2,4,1.802501,95,9025,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326201",33,24,2,105,326,1,0,0,0,0,0,0,,1183.875,1525.302,144.03,.8783402,.9059224,11,8.4,1,0,0,1,1,1,1,1,0,5,25,3.880788,51,2601,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,.25,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0
"326255",33,24,2,105,326,1,0,0,0,0,0,0,,337.5651,406.1078,43.85,.8700991,.7719498,11,36.66667,1,0,1,1,1,1,1,0,1,3,9,2.493661,38,1444,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,.5,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0
"326286",33,24,2,105,326,1,0,0,0,0,0,0,,598.0714,770.5541,67.76,.8867025,.8323495,11,16.8,1,1,0,1,1,1,1,1,0,5,25,3.880788,45,2025,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,.25,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
"326346",33,24,2,105,326,1,0,0,0,0,0,0,,1847.646,2309.112,78.3875,.9575744,.6978154,10,7.5,0,0,0,0,1,1,1,1,0,4,16,3.200617,53,2809,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.3333333,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0
"326416",33,24,2,105,326,1,0,0,0,0,0,0,,335.7755,457.3741,39.31429,.882915,.6729651,10,10.28571,1,0,0,1,1,1,1,1,0,7,49,5.138963,52,2704,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,.75,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
"326517",33,24,2,105,326,1,0,0,0,0,0,0,,414.7887,460.2369,66.3,.8401596,.6945701,10,12.5,1,0,0,0,1,1,0,1,0,2,4,1.802501,63,3969,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"326930",33,24,2,105,326,1,0,0,0,0,0,1,,389.9,502.3465,27.72,.9289048,.7330447,8,9.6,0,1,0,1,1,1,1,1,0,5,25,3.880788,59,3481,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,.6666667,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
"327103",33,24,2,55,327,0,1,0,1,1,0,1,.3913043,463.9579,558.1647,26.08333,.9437808,.7539936,7,24,1,0,1,0,1,1,0,0,0,3,9,2.493661,46,2116,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"327122",33,24,2,55,327,0,1,0,1,1,0,1,.3478261,143.9733,187.7635,21.28,.8521948,.6240602,10,14.4,0,0,0,0,1,1,0,1,0,5,25,3.8339,69,4761,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.5,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
"327260",33,24,2,55,327,0,1,0,1,1,0,0,.7681159,737.681,1005.155,71.8,.9026679,.8758125,12,16.66667,1,1,1,1,1,1,1,1,0,6,36,4.403385,57,3249,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
"327302",33,24,2,55,327,0,1,0,1,1,0,0,.4492754,370.6389,,,,.8764997,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"327474",33,24,2,55,327,0,1,0,1,1,0,1,.1594203,243.5948,317.6853,33.64,.8619018,.7859691,10,4,0,0,0,0,0,1,0,1,0,5,25,3.8339,35,1225,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1.5,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"327652",33,24,2,55,327,0,1,0,1,1,0,0,.6231884,423.5428,539.1913,58.46,.8619738,.76052,9,30,0,0,1,0,1,1,0,1,0,5,25,3.927575,65,4225,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.25,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
"327723",33,24,2,55,327,0,1,0,1,1,0,0,.942029,511.6223,,,,.8954896,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"327882",33,24,2,55,327,0,1,0,1,1,0,0,.5797101,339.097,423.7896,38.525,.8863894,.6009085,11,21,1,0,0,1,1,1,0,1,0,4,16,3.200617,57,3249,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,.3333333,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0
"327976",33,24,2,55,327,0,1,0,1,1,0,0,.8550724,386.1004,525.9237,48.14286,.87531,.8857567,10,34.28571,1,1,1,1,1,1,1,1,0,7,49,5.138963,40,1600,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,.75,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0
"328162",33,24,2,19,328,0,0,1,1,0,0,1,.5769231,414.2768,525.7162,42.05,.8984978,.8454221,11,13.75,1,1,1,1,0,1,1,0,0,4,16,3.152094,31,961,1,1,1,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
"328163",33,24,2,19,328,0,0,1,1,0,0,0,.4807692,531.3849,639.2827,44.76667,.9157547,.7728965,11,166.6667,1,1,0,1,1,1,1,1,0,3,9,2.493661,39,1521,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,.5,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
"328212",33,24,2,19,328,0,0,1,1,0,0,1,.5,673.686,829.4047,40.875,.9393263,.7688074,10,9,1,1,0,0,1,1,1,1,0,4,16,3.24901,48,2304,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0
"328244",33,24,2,19,328,0,0,1,1,0,0,0,.6538461,283.2639,385.972,29.34167,.8964158,.7898324,12,8,1,1,1,1,1,1,1,1,1,6,36,4.403385,38,1444,1,1,1,0,1,0,0,1,0,0,1,2,1,0,0,0,0,1,2,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0
"328618",33,24,2,19,328,0,0,1,1,0,0,1,.4038461,321.506,401.8051,24.1,.9250402,.6784232,11,25,1,1,0,1,1,1,1,1,0,4,16,3.200617,37,1369,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,.3333333,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
"328772",33,24,2,19,328,0,0,1,1,0,0,0,.75,479.6992,577.1023,77.71667,.8379887,.8584602,11,11,1,1,1,1,1,1,1,1,0,3,9,2.493661,36,1296,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,.5,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"328825",33,24,2,19,328,0,0,1,1,0,0,0,.9423077,389.0536,431.6819,38.25,.9016845,.6405229,10,20,1,1,1,1,1,1,1,1,0,2,4,1.802501,39,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0
"328924",33,24,2,19,328,0,0,1,1,0,0,1,.5384616,970.3453,1167.374,85.15,.9122477,.8473282,11,28,1,1,0,1,1,1,1,0,0,3,9,2.493661,25,625,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,.5,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0
"328930",33,24,2,19,328,0,0,1,1,0,0,0,.0384615,214.4095,276.2449,34.1,.8409586,.941349,8,8,0,0,0,1,1,1,1,1,0,5,25,3.880788,70,4900,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,.6666667,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
"329105",33,24,2,140,329,0,1,0,0,0,1,0,.6046512,646.6508,777.9534,55.225,.9145984,.8008149,12,26.66667,1,1,1,0,1,1,1,1,0,3,9,2.493661,32,1024,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,.5,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0
"329332",33,24,2,140,329,0,1,0,0,0,1,0,.5581396,204.5976,263.6032,29.2,.8572809,.4589041,9,7,1,1,0,0,1,1,1,1,0,5,25,3.880788,42,1764,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.5,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0
"329416",33,24,2,140,329,0,1,0,0,0,1,0,1,618.603,761.5897,72.475,.8828409,.755088,11,14,1,1,0,1,1,1,1,1,0,4,16,3.24901,60,3600,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,.3333333,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0
"329431",33,24,2,140,329,0,1,0,0,0,1,0,.6744186,694.6614,,,,.6455532,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"329502",33,24,2,140,329,0,1,0,0,0,1,1,.3255814,232.9893,291.1805,18.25,.9216702,.630137,9,12.5,1,1,0,0,1,1,1,1,0,4,16,3.200617,29,841,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,.3333333,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
