hhid,province,district,subdistrict,village,ea,pmt,community,hybrid,elite,poorest10,daymeeting,treated,rank,consumption,consumption_ae,food,nonfood,nonstaple,diversity,pcfloor,tfloor,twall,toilet,water,lighting,troof,fcook,house,credit,hhsize,hhsize2,hhsize_ae,hhage,hhage2,hhmale,hhmarried,hhmalemarr,hhsector1,hhsector2,hhsector3,formal,informal,hheduc2,hheduc3,hheduc4,age04,eschild,jschild,sschild,higheduc2,higheduc3,higheduc4,depratio,ac,computer,radio,tv,dvd,satellite,gas,refrigerator,bicycle,motorcycle,auto,hp,jewelry,chicken,cow
"001025",12,15,102,22,1,0,0,1,0,0,1,0,.6901408,899.2024,1123.786,76.25,.9152026,.547541,11,24.75,1,0,1,0,1,0,0,1,0,4,16,3.200617,80,6400,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
"001302",12,15,102,22,1,0,0,1,0,0,1,0,.9014084,479.3333,664.689,34.0625,.9289377,.4036697,7,10,1,0,1,0,1,0,0,1,0,8,64,5.769114,58,3364,1,1,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,.3333333,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0
"001468",12,15,102,22,1,0,0,1,0,0,1,0,.6760563,421.7262,535.1695,65.25,.8452787,.6360153,10,22.5,1,0,1,1,1,0,0,1,0,4,16,3.152094,35,1225,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0
"001473",12,15,102,22,1,0,0,1,0,0,1,0,.2112676,831.6846,922.8118,33.4,.9598405,.5733533,6,28.5,1,0,1,1,1,0,0,1,0,2,4,1.802501,68,4624,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"001476",12,15,102,22,1,0,0,1,0,0,1,0,.7464789,631.0358,631.0358,88.5,.8597544,.7853107,9,60,1,0,1,0,1,0,0,1,0,1,1,1,78,6084,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"001564",12,15,102,22,1,0,0,1,0,0,1,0,.028169,491.8988,545.7959,54.75,.8886966,.739726,8,25,1,0,1,1,1,0,0,1,0,2,4,1.802501,27,729,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"001627",12,15,102,22,1,0,0,1,0,0,1,0,.1690141,384.6429,439.9101,39.875,.8963324,.5862069,8,26,1,0,1,0,1,0,0,1,0,2,4,1.748734,71,5041,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"001816",12,15,102,22,1,0,0,1,0,0,1,0,.8028169,350.0476,444.2096,39.25,.8878724,.4267516,7,12.5,1,0,1,1,1,0,0,1,0,4,16,3.152094,62,3844,1,1,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"001904",12,15,102,22,1,0,0,1,0,0,1,1,.5774648,249.2786,,,,.4043887,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"002001",12,15,102,11,2,0,1,0,0,0,0,1,.3278688,308.0857,406.777,46.5,.849068,.6,9,4.8,1,0,0,1,1,0,1,1,0,5,25,3.786912,35,1225,1,1,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"002004",12,15,102,11,2,0,1,0,0,0,0,1,.4098361,149.9558,207.8727,8.928572,.9404587,.632,8,3.428571,1,0,0,0,1,0,0,1,0,7,49,5.04968,35,1225,0,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0,1,0,1.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"002013",12,15,102,11,2,0,1,0,0,0,0,0,.8032787,426.0685,524.5518,51.375,.8794208,.4987835,9,15,1,0,1,1,1,0,0,1,0,4,16,3.24901,54,2916,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0
"002030",12,15,102,11,2,0,1,0,0,0,0,0,.8688524,682.8928,805.2314,78.66666,.8848038,.5529661,9,34,1,1,1,1,1,0,0,1,0,3,9,2.544211,63,3969,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.5,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
"002042",12,15,102,11,2,0,1,0,0,0,0,0,.8852459,844.176,1222.394,59.33333,.9297145,.7677903,10,3.555556,1,1,1,1,1,0,1,1,0,9,81,6.21533,39,1521,1,1,1,1,0,0,0,1,0,1,0,3,3,0,0,0,1,0,3.5,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
"002125",12,15,102,11,2,0,1,0,0,0,0,1,.2131148,503.5,656.642,51.1,.8985105,.5968689,10,10,1,0,1,1,1,0,0,1,0,5,25,3.8339,49,2401,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,.6666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"002146",12,15,102,11,2,0,1,0,0,0,0,0,.8196721,352.1072,460.6781,50.83333,.8556311,.6557377,11,10.83333,1,1,1,1,1,0,0,1,0,6,36,4.585942,52,2704,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"002575",12,15,102,11,2,0,1,0,0,0,0,1,.442623,249.9167,,,,.56,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"002638",12,15,102,11,2,0,1,0,0,0,0,0,.9016393,209.1595,276.1611,27.45,.8687605,.2622951,7,13.2,1,0,1,1,1,0,0,0,0,5,25,3.786912,31,961,1,1,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"003016",12,15,102,133,3,0,0,1,0,0,1,0,.8189655,715.0675,843.1702,74.06667,.8964201,.7209721,8,15,1,0,0,0,1,0,0,1,0,3,9,2.544211,65,4225,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1
"003089",12,15,102,133,3,0,0,1,0,0,1,1,.4741379,222.6348,293.9529,35.9,.8387493,.5543175,9,12,1,0,1,1,1,0,0,0,0,5,25,3.786912,30,900,1,1,1,1,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"003174",12,15,102,133,3,0,0,1,0,0,1,0,.9224138,1715.893,1903.902,179,.8956811,.7067039,10,60,1,0,1,1,1,0,0,1,0,2,4,1.802501,55,3025,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
"003191",12,15,102,133,3,0,0,1,0,0,1,0,.8965517,327.3452,457.8315,33.57143,.8974434,.4595745,9,8.571428,1,0,1,1,1,0,0,1,0,7,49,5.004934,41,1681,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,2.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"003371",12,15,102,133,3,0,0,1,0,0,1,1,.5431035,679.6691,897.3923,50.1,.9262877,.7804391,9,10.8,1,1,1,1,0,0,0,1,0,5,25,3.786912,30,900,1,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"003599",12,15,102,133,3,0,0,1,0,0,1,1,.1896552,690.4286,766.0785,87.25,.8736292,.7421203,8,25,1,0,1,1,1,0,0,1,0,2,4,1.802501,69,4761,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"003685",12,15,102,133,3,0,0,1,0,0,1,0,.4137931,240.3006,304.9409,26.0625,.8915421,.6690648,8,34,1,0,1,1,1,0,0,1,0,4,16,3.152094,60,3600,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0
"003987",12,15,102,133,3,0,0,1,0,0,1,0,.4482759,199.1167,253.4855,23.8,.8804721,.579832,8,19.2,1,1,1,1,1,0,0,1,0,5,25,3.927575,62,3844,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
"003996",12,15,102,133,3,0,0,1,0,0,1,1,.2327586,368.7004,502.3868,33.16667,.9100444,.6180905,8,5,1,1,0,0,1,0,0,0,0,6,36,4.403385,53,2809,1,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"004147",12,15,102,130,4,0,0,1,1,1,1,1,.3488372,183.0506,232.2908,19.5,.8934721,.4230769,6,4.5,1,1,0,0,0,0,0,1,0,4,16,3.152094,24,576,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"004181",12,15,102,130,4,0,0,1,1,1,1,0,.9302326,542.5187,738.9878,48,.9115238,.4642857,6,10.28571,1,0,1,0,1,0,0,1,0,7,49,5.138963,44,1936,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,.4,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"004212",12,15,102,130,4,0,0,1,1,1,1,0,.6744186,361.872,493.0825,45.41667,.8744952,.7431192,9,9,1,1,0,0,1,0,0,1,0,6,36,4.403385,42,1764,1,1,1,0,1,0,0,1,0,1,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"004430",12,15,102,130,4,0,0,1,1,1,1,0,.8837209,461.6686,610.0777,85.16666,.8155243,.62818,11,14,1,1,0,0,1,0,0,1,0,6,36,4.540425,48,2304,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,.2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
"004580",12,15,102,130,4,0,0,1,1,1,1,0,.9069768,314.6865,424.3777,42.54167,.8648126,.6376102,10,10,1,0,0,0,1,0,0,1,0,6,36,4.449147,35,1225,1,1,1,1,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
"004637",12,15,102,130,4,0,0,1,1,1,1,1,.372093,128.7687,180.0985,15.60714,.8787971,.784897,9,4.285714,1,0,0,0,1,0,0,1,0,7,49,5.004934,28,784,1,1,1,1,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"004814",12,15,102,130,4,0,0,1,1,1,1,0,.5116279,858.7023,1012.537,123.5,.8561783,.7921727,10,12,1,0,0,0,1,0,0,1,0,3,9,2.544211,67,4489,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"004840",12,15,102,130,4,0,0,1,1,1,1,0,.6511628,211.2381,284.87,27.08333,.8717876,.4553846,8,5,1,0,0,1,1,0,0,1,0,6,36,4.449147,37,1369,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"004968",12,15,102,130,4,0,0,1,1,1,1,1,.4651163,519.997,659.8749,45.375,.9127399,.4545455,9,12.75,1,0,0,0,1,0,0,1,0,4,16,3.152094,27,729,1,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"005047",12,15,102,58,5,1,0,0,0,0,0,1,,232.5238,316.7306,28.35714,.8780463,.2745592,8,7.857143,1,0,1,0,1,0,0,1,0,7,49,5.138963,47,2209,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"005067",12,15,102,58,5,1,0,0,0,0,0,1,,480.5415,672.0948,46.64286,.9029369,.6814702,8,10.28571,1,0,1,0,1,0,0,1,1,7,49,5.004934,36,1296,1,1,1,1,0,0,0,1,0,0,1,2,3,0,0,0,0,1,2.5,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0
"005203",12,15,102,58,5,1,0,0,0,0,0,0,,415.2202,460.7157,53.65,.8707914,.5666356,8,12,1,0,0,0,1,0,0,1,0,2,4,1.802501,69,4761,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"005312",12,15,102,58,5,1,0,0,0,0,0,1,,204.2936,278.3681,24.58333,.8796667,.5254237,6,2.333333,1,0,0,0,1,0,0,1,0,6,36,4.403385,28,784,1,1,1,1,0,0,0,1,1,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"005344",12,15,102,58,5,1,0,0,0,0,0,0,,618.7381,729.5836,36,.941817,.4166667,6,12.66667,1,0,0,0,1,0,0,1,0,3,9,2.544211,56,3136,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"005429",12,15,102,58,5,1,0,0,0,0,0,0,,286.8036,390.7951,43.5,.8483282,.5057471,10,9,1,0,0,1,1,0,0,1,0,6,36,4.403385,41,1681,1,1,1,1,0,0,0,1,0,1,0,1,2,1,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"005443",12,15,102,58,5,1,0,0,0,0,0,1,,266.1226,351.3716,39.18,.8527746,.4716692,9,6,1,0,0,1,1,0,0,1,0,5,25,3.786912,34,1156,1,1,1,1,0,0,0,1,0,1,0,1,2,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"005448",12,15,102,58,5,1,0,0,0,0,0,0,,383.879,517.6888,52,.8645406,.8349359,12,8.333333,1,0,0,0,1,0,0,1,0,6,36,4.449147,35,1225,1,1,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,2,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0
"005803",12,15,102,58,5,1,0,0,0,0,0,0,,686.4941,761.7128,73,.8936626,.6643836,10,34.5,1,0,1,0,1,0,0,1,0,2,4,1.802501,63,3969,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0
"006250",12,15,102,105,6,0,0,1,1,1,0,1,.0687023,554.1683,754.8562,89.21429,.8390123,.6957566,11,6,1,0,0,1,0,0,0,0,0,7,49,5.138963,32,1024,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"006318",12,15,102,105,6,0,0,1,1,1,0,1,.6335878,570.0059,,,,.6370583,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"006383",12,15,102,105,6,0,0,1,1,1,0,0,.0229008,502.2143,604.189,44.5,.9113924,.8277153,8,6.666667,1,0,0,1,0,0,0,0,0,3,9,2.493661,34,1156,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"006548",12,15,102,105,6,0,0,1,1,1,0,1,.1526718,192.6838,254.4076,28.65,.8513108,.4659686,8,4.8,1,0,0,1,0,0,0,1,0,5,25,3.786912,30,900,1,1,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"006591",12,15,102,105,6,0,0,1,1,1,0,1,.4656489,388.4286,485.4422,57.625,.8516458,.2624729,8,12,1,1,0,1,1,0,0,1,0,4,16,3.200617,48,2304,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,.3333333,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"006636",12,15,102,105,6,0,0,1,1,1,0,0,.6946565,946.9839,1201.72,28.95,.9694293,.6373057,8,13.75,1,0,0,1,1,0,0,1,0,4,16,3.152094,26,676,1,1,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
"006739",12,15,102,105,6,0,0,1,1,1,0,0,.2977099,499.4603,613.3539,39.91667,.9200804,.7077245,8,14,1,0,1,1,1,0,0,1,0,3,9,2.442931,85,7225,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0
"006887",12,15,102,105,6,0,0,1,1,1,0,1,.7862595,251.7262,359.5273,29.33333,.8834713,.3181818,6,7.777778,1,0,1,1,1,0,0,1,0,9,81,6.301428,46,2116,1,1,1,1,0,0,0,1,1,0,0,1,2,0,1,0,0,1,.8,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
"006899",12,15,102,105,6,0,0,1,1,1,0,1,.2671756,117.2881,154.8598,20.6,.8243641,.5436893,8,4.8,1,0,0,1,0,0,0,1,0,5,25,3.786912,29,841,1,1,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"007304",12,15,102,55,7,0,0,1,1,1,0,1,.0980392,230.381,331.303,29,.8741215,.4597701,8,3.333333,1,0,0,0,1,0,0,1,0,9,81,6.258405,40,1600,1,1,1,1,0,0,0,1,1,0,0,0,3,0,1,0,1,0,1.25,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"007401",12,15,102,55,7,0,0,1,1,1,0,1,.0392157,277.8661,342.0932,44.2,.8409305,.89819,9,9,1,0,1,0,0,0,0,1,0,4,16,3.24901,31,961,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,.3333333,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"007453",12,15,102,55,7,0,0,1,1,1,0,0,.8627451,672.2649,939.3416,64.5,.9040557,.6317829,11,13,1,0,1,1,1,0,0,1,0,8,64,5.725413,44,1936,1,1,1,0,0,1,1,0,0,0,1,0,2,1,1,0,0,1,.6,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1
"007488",12,15,102,55,7,0,0,1,1,1,0,1,.627451,298.7292,423.8922,32.25,.8920427,.4573644,10,9,1,1,1,1,1,0,0,0,0,8,64,5.637833,40,1600,1,1,1,0,0,1,1,0,0,0,1,1,3,0,0,0,0,1,1.666667,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"007549",12,15,102,55,7,0,0,1,1,1,0,1,.1176471,541.3333,541.3333,70,.8706896,.7,6,65,1,0,0,0,1,0,0,1,0,1,1,1,73,5329,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"007566",12,15,102,55,7,0,0,1,1,1,0,1,.372549,406.2044,553.4893,46.16667,.8863462,.7436823,11,8.333333,1,0,0,0,1,0,0,0,0,6,36,4.403385,32,1024,1,1,1,1,0,0,0,1,1,0,0,2,2,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
"007791",12,15,102,55,7,0,0,1,1,1,0,0,.6078432,526.3214,,,,.5321637,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"007894",12,15,102,55,7,0,0,1,1,1,0,0,.6470588,1319.428,1319.428,145,.8901039,.7793103,10,50,1,0,0,1,1,0,0,1,0,1,1,1,84,7056,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"007962",12,15,102,55,7,0,0,1,1,1,0,0,.7843137,630.7858,699.9006,84.25,.8664364,.7744807,11,22.5,1,1,1,0,1,0,0,1,0,2,4,1.802501,76,5776,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
"008212",12,15,102,19,8,0,1,0,0,1,0,1,.2735849,286.004,389.7056,36.16667,.8735449,.3502304,8,5,1,0,0,0,0,0,0,1,0,6,36,4.403385,31,961,1,1,1,1,0,0,0,1,0,1,0,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"008261",12,15,102,19,8,0,1,0,0,1,0,0,.990566,899.7916,1276.791,115.625,.871498,.9075676,12,12.25,1,0,1,1,1,0,1,0,0,8,64,5.637833,42,1764,1,1,1,0,1,0,1,0,0,0,1,3,2,0,0,0,0,1,3,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0
"008408",12,15,102,19,8,0,1,0,0,1,0,1,.1226415,303.9048,401.2567,43.2,.8578502,.5833333,8,4,1,0,0,1,1,0,0,1,0,5,25,3.786912,31,961,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
"008514",12,15,102,19,8,0,1,0,0,1,0,0,.8207547,1098.968,1295.846,73,.9335741,.3378995,8,11.66667,1,1,1,1,1,0,0,1,0,3,9,2.544211,79,6241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.5,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"008534",12,15,102,19,8,0,1,0,0,1,0,1,.1132075,545.2858,605.0324,55.425,.898356,.819576,8,28,1,0,0,0,1,0,0,1,0,2,4,1.802501,61,3721,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
"008600",12,15,102,19,8,0,1,0,0,1,0,0,.8301887,245.3016,330.8071,35.08333,.8569788,.6840855,10,12,1,0,1,0,1,0,0,1,0,6,36,4.449147,33,1089,1,1,1,1,0,0,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"008722",12,15,102,19,8,0,1,0,0,1,0,1,.1792453,475.2262,612.2806,80,.8316591,.525,11,7,1,0,1,1,1,0,0,1,0,5,25,3.880788,67,4489,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,.6666667,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"008770",12,15,102,19,8,0,1,0,0,1,0,0,.6132075,488.2024,610.1354,83.625,.8287084,.8550075,12,15,1,0,1,0,1,0,0,1,0,4,16,3.200617,73,5329,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0
"008845",12,15,102,19,8,0,1,0,0,1,0,1,.1509434,299.6746,360.5236,37.16667,.8759766,.8385651,10,13.33333,1,0,0,1,0,0,0,0,0,3,9,2.493661,47,2209,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"009039",12,15,102,140,9,0,1,0,1,1,1,0,.7613636,851.4326,1136.55,37,.9565438,.3918919,9,13.5,1,0,1,0,1,0,0,1,0,6,36,4.494827,51,2601,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,.5,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1
"009079",12,15,102,140,9,0,1,0,1,1,1,0,.7954546,460.8643,,,,.6603774,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"009497",12,15,102,140,9,0,1,0,1,1,1,0,.6136364,599.6564,831.2596,86.11429,.8563939,.9095886,12,24,1,1,1,1,1,0,0,1,1,7,49,5.04968,40,1600,1,1,1,0,0,1,1,0,0,0,1,1,2,1,1,0,0,1,1.333333,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0
"009566",12,15,102,140,9,0,1,0,1,1,1,1,.0795455,554.4191,723.0483,37.4,.932542,.7272727,8,11,1,0,1,1,1,0,0,1,0,5,25,3.8339,35,1225,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"009600",12,15,102,140,9,0,1,0,1,1,1,0,,326.9084,475.968,43.4,.8672411,.5806451,12,9,1,1,1,0,1,0,0,0,0,10,100,6.868284,27,729,1,1,1,0,0,1,1,0,0,0,1,2,2,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
"009642",12,15,102,140,9,0,1,0,1,1,1,1,.3295455,201.7738,288.5599,24.0625,.8807452,.5220779,7,3.75,1,0,1,1,0,0,0,1,0,8,64,5.593953,42,1764,1,1,1,0,1,0,1,0,0,0,1,2,2,0,0,0,0,1,3,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"009717",12,15,102,140,9,0,1,0,1,1,1,0,.625,346.9061,492.1119,44.22222,.872524,.6231156,11,8.333333,1,0,1,0,1,0,0,1,1,9,81,6.3444,45,2025,1,1,1,1,0,0,0,1,1,0,0,0,2,0,2,0,0,1,.5,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1
"009759",12,15,102,140,9,0,1,0,1,1,1,0,,974.4523,1274.921,83.91666,.9138833,.8629593,12,20,1,1,1,1,1,0,0,1,1,6,36,4.585942,58,3364,1,1,1,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
"009969",12,15,102,140,9,0,1,0,1,1,1,1,.0340909,974.2858,974.2858,95.5,.9019795,.7591623,8,20,1,0,0,1,0,0,0,1,0,1,1,1,83,6889,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"010031",12,15,102,7,10,1,0,0,0,0,0,1,,195.4028,258.2174,30.33333,.8447651,.3626374,8,10,1,0,1,1,1,0,0,1,0,6,36,4.540425,48,2304,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"010042",12,15,102,7,10,1,0,0,0,0,0,1,,240.1592,338.154,28.375,.8818492,.4625551,8,9,1,0,1,0,1,0,0,1,0,8,64,5.681653,43,1849,1,1,1,1,0,0,0,1,0,1,0,0,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
"010261",12,15,102,7,10,1,0,0,0,0,0,0,,196.631,288.0655,34.35,.8253073,.4483261,9,2,1,0,0,0,1,0,0,1,0,10,100,6.825912,41,1681,1,1,1,0,0,1,0,1,1,0,0,2,2,2,1,0,1,0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"010275",12,15,102,7,10,1,0,0,0,0,0,0,,406.8571,406.8571,59,.854986,.4322034,7,60,1,0,0,0,1,0,1,1,0,1,1,1,60,3600,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"010330",12,15,102,7,10,1,0,0,0,0,0,1,,239.8899,326.8711,39.83333,.8339516,.3807531,10,4.666667,1,0,0,0,1,0,1,1,0,6,36,4.403385,30,900,1,1,1,1,0,0,0,1,0,0,1,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"010414",12,15,102,7,10,1,0,0,0,0,0,0,,243.878,309.4806,35.375,.8549479,.5724382,10,18,1,1,1,1,1,0,1,1,0,4,16,3.152094,65,4225,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
